Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
"The number within bracket of a resolution, say a526 (13) refers to ____.",Safety,A,The serial No. of the resolution.,The session No. in which the resolution was adopted.,The sub paragraph of the resolution.,The No. of clauses in the resolution,,,2
Certificate of insurance or other financial security in respect of civil liability for bunker oil pollution damage is issued under what?,Safety,A,CLC 1969.,MARPOL convention.,Bunker convention 2001.,CLC 1992.,,,3
Cyclic Up & Down Movement of Vessel Along the VERTICAL AXIS…,Safety,A,Heaving,yawing,Swaying,pitching,,,1
"The stretcher normally used for rescue of casualties from engine room spaces, holds, pump-rooms etc, is known as _____________________",Safety,A,Williamson stretcher,Neil Hobson stretcher,Neil Robertson stretcher,Stokes stretcher,,,3
Rolling is the angular motion of the vessel about what axis?,Safety,A,Longitudinal,Transverse,Vertical,Centerline,,,1
When entering a compartment which is on fire?,Safety,A,you must wear rubber gloves,the flames should be beaten back from the door with water fog,a straight stream of water should be used to cool the door,a straight stream of water should be used to cool the fire fighters,,,2
"When the height of the metacenter has the same value as the height of the center of gravity, the metacentric height is equal to",Safety,A,height of the metacenter,height of the center of gravity,same as half the height of the metacenter,zero,,,4
The emergency generator should be capable of being started and be able to supply required load within a maximum of ________________,Safety,A,30 seconds,1 min,45 seconds,2 mins,,,3
Which of the following kinds of total flooding system is most suited for very large spaces like car carrier car decks?,Safety,A,High pressure multi cylinder type CO2 installation,Low pressure bulk storage tank type CO2 installation,Low expansion foam systems,Fixed pressure water spraying systems,,,2
You are the 4th engineer of a ship. Your 3rd engineer handsover the watch to you and informs you that the OWS is running with the ppm showing as zero. After taking over the watch and during your rounds you find out that the rinsing fresh water to 15 ppm device was crack open. After closing the same you find that the ppm rose to 15 and the OWS stopped after giving alarm. What should you do?,Safety,A,"Nothing, as Marpol regulations are satisfied till the oily water is being pumped through OWS and oil content is below 15 ppm","Should suspend the operation immediately, inform the Chief engineer about the same and take appropriate action to restore correct OWS operation",Should never touch OWS and any stoppages to be informed either to Chief Engineer or 2nd engineer,"If no visible traces of oil are seen on the sea surface and oily water mixture is being pumped through an OWS, then there is no harm in pumping out with fresh water crack open, to keep the OWS running as it may give false alarm without Fresh water. This is a practical approach to run OWS without any trouble without violating Marpol regulations",,,2
All entries in the Oil record Book part-I are to be:,Safety,A,"At least in English, Spanish or national language","At least in English, Spanish or French",At least in English or Spanish,At least in English or national language,,,4
Plasma reduction system is a secondary method of reduction of which of the following kinds of emissions?,Safety,A,SOX,Greenhouse gases,NOX,All of the above,,,3
Back flow towards machinery spaces of cargo vapours in an Inert gas system is prevented by_____________________,Safety,A,Pressure vacuum breaker,High velocity vents,Deck water seal,Pressure vacuum valves,,,4
"Which of the following is not a requirement under MARPOL Annex VI, for new engines?",Safety,A,All engines above 130 KW to be tested and issued with EIAPP certificate and Nox Technical file.,Life boat engines and emergency diesel engines to be also tested and issued with EIAPP certificate and Nox Technical File,Periodical verification of EIAPP certificate is mandatory even when there has been no modification in the engine,Engines installed prior to the Nox technical code being applicable will not be subject to certification and testing unless they undergo major conversion,,,2
An oil record book Part-I shall be retained onboard for a period of:,Safety,A,1 year since the last entry has been made,1 year since the first entry has been made,3 years since the first entry has been made,3 years since the last entry has been made,,,4
The life boat engine should be capable of starting at _______________________,Safety,A,-15 deg Celsius ambient temperature within 2 mins,-5 deg Celsius ambient temperature within 5 mins,-5 deg Celsius ambient temperature within 2 mins,0 deg Celsius ambient temperature within 2 mins,,,1
A straight stream of water should be used to extinguish,Safety,A,galley grease fires,fuel oil fires,burning bedding materials,a fire in the paint locker,,,3
"The maximum capacity of an Oil fuel tank for any ship built on or after 1st Aug. 2010 as restricted by Marpol, Annex 1 is:",Safety,A,600 m3,1200 m3,2500 m3,3000 m3,,,3
Each fire pump on a MODU must have a pressure gage located,Safety,A,at the pump discharge,at the manifold connection,at each fire station discharge,at the pump station,,,1
Which of the devices listed must be used in conjunction with the portable in-line foam proportioner to produce foam?,Safety,A,A plain or common fire hose nozzle,The mechanical foam nozzle,Any low velocity applicator,An all-purpose nozzle,,,2
"As per the Indian Merchant Shipping Act, 1958, which of the following statements about ownership of Indian Flag ships is False?",Safety,A,"A company or body established by or under any Central or State Act, which has its principal business in India, may be registered as owner by its name",Joint owners shall be considered as constituting one person,"A person can be registered as owner of a fractional part of a share in a ship, the number of shares being ten",Not more than the names of Ten individuals shall be entitled to registered at the same time as joint owners of any one ship,,,3
The external flotation bladder on an immersion suit should be inflated,Safety,A,before you enter the water,after you enter the water,after one hour in the water,after you notice that your suit is losing buoyancy,,,2
Following should not be done to a person in frostbite.,Safety,A,Rubbing effected area,Ask him to rest,Remove wet cloths,Give him something warm to drink,,,1
Procedure to obtain radio medical advice can be found in _____.,Safety,A,First aid box.,Code of safe working procedure.,Safety management manual.,The ship captain medical guide.,,,4
EEDI is the Technical measure adopted by IMO to reduce ___.,Safety,A,Greenhouse gas,SOx,NOx,None of the above,,,1
"What Agreement of hire called, in which the owner agreed to transport an agreed volume of cargo over a specific period. The charter designates cargoes and loading date but owner nominate suitable vessel which are not normally named in agreement.",Safety,A,Time charter,Voyage charter,Bare boat charter,Contract of frightment,,,4
"When performing CPR, we must do chest compression_____.",Safety,A,12 to 15 times/min.,16 to 18 times/min.,2 to 5 times/min.,18 to 19 times/min.,,,1
Movement of ship about an imaginary line joining aft and fore perpendicular is?,Safety,A,Pitching,Heaving,Sway,roll,,,4
Which of the following anti fouling paint is an accepted alternative to now banned TBT based paint. tributyltin (TBT),Safety,A,DOT based anti fouling paint.,Arsenic based anti fouling paint.,Mercury based anti fouling paint.,Copper based anti fouling paint.,,,4
"Oil or oily mixture discharge into the sea from E/R of ships of 10,000 GRT & above, in special areas is _______.",Safety,A,Not allowed.,"Allowed, provided ship is proceeding en route & discharge through oil filtering equipment with oil content less than 15ppm except in Atlantic Ocean.","Allowed, provided ship is proceeding en route & discharge through oil filtering equipment with oil content less than 5ppm except in Atlantic Ocean.",Allowed but outside 12Nm from the Nearest Land.,,,2
Which of the following Convention is also known as Minimum Standard Convention?,Safety,A,Maritime Labor Convention.,ILO convention no. 147.,STCW Convention 1978.,STCW Convention 1995.,,,2
ORB has to be regularly updated without delay and each completed page has to be _____.,Safety,A,Signed by officer in charge and chief engineer.,Signed by officer in charge and Master.,Signed by chief engineer and master.,Signed by chief officer and chief engineer.,,,2
Number of maximum sprinkler head in a section should be _____.,Safety,A,200,150,100,250,,,1
Each section on a sprinkler  system should not contain more than _____sprinkler heads.,Safety,A,200,150,100,250,,,1
First rain water collected over canopy rain water harvesting arrangement has to be ____.,Safety,A,Rationed to each member.,Given to sick and injured.,Thrown overboard.,Given to any one member.,,,3
"Under following,which is not mandatory?",Safety,A,LSA,FSS,BLU,FTP,,,3
"sewage air compressor, frequency of starting?",Safety,A,every 18 hrs,Every 24 hrs,Continously,Once in two weeks,,,3
"theresourse zone, not a security zone is?",Safety,A,Inland water,terristrial water,Contigeous areas,Continental self,,,3
Demurrage means?,Safety,A,Charter to owner  before time expired,Charter to owner  after time expired,owner to charter before time expired,owner to charter after time expired,,,2
What is to be checked 1st when entering into dry dock?,Safety,A,engine room crane,engine room lift,gantrry crane,all of the above.,,,1
Intact capacity of foam min capacity.,Safety,A,5lt.,9lt.,20lt.,none,,,2
Intact stability book is provided by...:,Safety,A,SOLAS,MARPOL,Load Line Convention,Load line Protocol,,,1
Shipboard incineration of which of the following substances is allowed?,Safety,A,Poly chlorinated Biphenyls(PCB s),Refined petroleum products containing halogen residues,Sewage sludge,"Cargo residues(of Annex I, II and III of MARPOL convention)",,,3
Compliance with which of the following ILO conventions is checked during Port State Control Inspections?,Safety,A,ILO convention no.134-Prevention of accidents convention,ILO convention no.147- Minimum Standards Convention,ILO convention no.178 -Labor inspection convention,All of the above,,,2
"A coastal can take necessary action on the high seas to mitigate, prevent or eliminate danger of OIL pollution to its coastline following a maritime casualty. Which IMO instrument guarantees this right to the coastal state?",Safety,A,UNCLOS,MARPOL 73/78,INTERVENTION 1969,London Convention,,,3
Probably the largest amount of information covering the various aspects of oil spill response in one place on the net. Which of the following codes is mandatory for chemical tankers constructed on or after 1July 1986?( before July 1986 for BCH code),Safety,A,IGC code,BCH code,IBC code,IMDG code,,,3
.A clean ballast tank is one which?,Safety,A,Is not allowed to carry any oil cargo and solely to be used for the purpose of carriage of ballast water,"Is used for the carriage of oil cargo, but has to be cleaned thoroughly prior carriage of ballast water during ballast voyage",Is allowed to carry some white and clean oil cargoes and has to be cleaned up thoroughly for the carriage of ballast water,"Is a tank which was previously being used for the carriage of oil cargo, but was converted to a ballast tank during last dry-docking, but still has a common pumping system for remaining cargo tanks and the converted clean ballast tank",,,2
A representative sample of fuel oil delivered on board during bunkering is to be retained on board ________________________,Safety,A,For a period of 6 months,Till the time the oil is substantially consumed,For a period of 12 months,Till the time the oil is substantially consumed but not less than 12 months,,,4
The validity of which of the following certificates is not 5 years?,Safety,A,Safety equipment certificate,Load line certificate,Tonnage certificate,Safety radio telegraphy certificate,,,3
You are fighting with fire with jet hose and multiple fire where wil u first impinge water,Safety,A,Direct jet on mid of fire,Direct gog jet on mid of fire,Top of fire to absorb some heat,Bottom of bulkhed,,,4
Primary Element OfIsps Part A Mandatory Section Comes Under -,Safety,A,SOLAS XI,MARPOL,SUA CONVENTION 1988..,None,,,1
anti - static additives in petroleum products.,Safety,A,Increase conductivity,Reduce conductivity,Increase accumulation of charge,Reduce friction drag,,,2
what declare under SOLAS convection,Safety,A,CRB,ORB,Procedure and arrangement manual,Bulk carrier booklet,,,4
what coastal zone can extend beyond 200nm from baseline.,Safety,A,Exclusive economic zone,Continuers' zone,Fisher zone,Continental zone,,,4
DPA requires under,Safety,A,STCW code,ISPC,MARPOL73/78,ISM code,,,4
minimum no of life bouys of cargo ship of 200m and more?,Safety,A,12,14,18,24,,,2
EEBD service time in minutes?,Safety,A,15,10,20,30,,,2
cause liability of ship occurs in case of loss of life.,Safety,A,CORE 1974,CLC 1969,FUND 1971,LLMC 1976,,,4
annex I regulation 12 sludge takes concentration?,Safety,A,Bilge pump to OWS,No line direct connection to OBD other than discharge give in regulation 13,No direct connection to OBD,Have direct connection to OBD all the valve to be close and sealed,,,2
the presence of toxic gases is measured by?,Safety,A,Explosive meter,O2analyser,LEL,none,,,1
Immersion suit donning time without assistance ?,Safety,A,30sec,1min,3min,2min,,,4
Annex I collection of residue tank washing and also oily mixture to be,Safety,A,Bilge tank,Sludge tank,Oily bilge tank,Slop tank,,,4
Class D fire,Safety,A,Fire in metal,Fire in liquid,Fire in electrical system,None,,,1
Minimum capacity of SCBA,Safety,A,1800L,1200L,1500L,600L,,,2
Parent instrument for the mandatory ISM code,Safety,A,SOLAS CH-IV,SOLAS & MARPOL,SOLAS CH-XI,UNCLDS,,,3
A state party to treaty or convention after the convention been recognized and signed by other parties and enter into force this action is called,Safety,A,Ratification,Acceptance,Approval,Accusation,,,1
Recharging a previously used cartridge-operated dry chemical fire extinguisher is accomplished by ______________.,Safety,A,authorized fire equipment servicing personnel only,replacing the propellant cartridge and refilling it with pyrotechnic powder,puncturing the cartridge seal after installation,recharging the cartridge and then refilling it with powder,,,2
A load line for a ship is assigned by the ______________.,Safety,A,Port health inspector,Assessors and Arbitrators,Institute of Marine Engineers,A recognized classification society approved by the Administration.,,,4
"In the event of a galley fire on board a general cargo ship, most dry chemical or carbon dioxide portable extinguishers are automatically activated through the action of a stainless steel cable, spring and a ____________.",Safety,A,"fusible link of tritium, gallium arsenide alloy",stack switch with sensors,thermostat of bimetallic type,none of the above,,,4
The stability of a vessel is normally the greatest when all fuel and water tanks are full because the _____________.,Safety,A,center of gravity is lowered,center of buoyancy is lowered,reserve buoyancy is unchanged,hull freeboard is increased,,,1
"To operate a portable foam fire extinguisher, you should _____________.",Safety,A,puncture the CO2 cartridge,open the handwheel,pull the pin and squeeze the trigger,turn it upside down and bump the deck,,,4
"If deck cargo is carried, it should be stowed so that it _____________.",Safety,A,is not higher than 30cm above the deck,does not block access to the fire station hydrant,will cover no more than 25 % of deck space,will be easily visible from the bridge,,,2
Which of the listed systems related to an engineer's signal alarm panel is required to be indicated by a continuously illuminated light?,Safety,A,Deaerating tank low level,Shaft alley bilge high level,Port or starboard steering gear motor running,No. 1 diesel generator low lube oil pressure,,,3
Which fire extinguisher is most prone to freezing when stowed in low temperatures?,Safety,A,Halon 1211,Carbon dioxide,Foam,Dry chemical,,,3
"Bunker ""C"", a grade ""E"" combustible liquid, will _______.",Safety,A,give off flammable vapors below 80 deg F (26.70 deg C),have a Reid vapor pressure of 14 psi (96.5 kPa) or more,self-ignite at temperatures below 150 deg F (65.50C),have a flash point of 150 deg F (65.5 deg C) or more,,,4
Which of the following statements describes the advantage of using a Halon fire extinguisher versus a CO2 fire extinguisher?,Safety,A,Halon cools rather than smothers a fire.,Halon is more effective than CO2.,Halon can extinguish combustible metal fires.,Halon is not toxic and safe to breathe under all conditions.,,,2
You may improve a vessel's stability by ___________.,Safety,A,keeping the fuel tanks topped off,increasing the free surface effect,keeping the fuel tanks at least half full,keeping at least one fuel tank empty for slops,,,1
"In order to find out which lifeboat you are assigned, you should look at the _____________.",Safety,A,Certificate of Inspection,Muster stations Chart,Ship's Articles,Fire Control Plan,,,2
Which of the following statements is true concerning Halon 1301?,Safety,A,The agent is extremely toxic in any concentration.,The agent leaves no residue.,The agent extinguishes a fire by smothering.,All of the above.,,,2
What is the usual effect of moving weight from the main deck to a position lower in the vessel?,Safety,A,The stability of the vessel is increased.,The trim of the vessel is changed substantially.,The stability of the vessel is significantly decreased.,The vessel will list in proportion to the volume of the cargo shifted.,,,1
The inclining experiment conducted on a merchant ship is the method for determining the exact location of the __________.,Safety,A,ship's displacement in seawater,position of the ship's center of gravity,position of the ship's center of buoyancy,position of the ship's metacenter,,,2
Vessel stability can be adversely affected by ___________.,Safety,A,increasing the free surface effect,decreasing the free surface effect,ballasting down by the bow,ballasting down by the stern,,,1
While wearing a demand-type self-contained breathing apparatus the alarm bell begins ringing. Which of the following conditions does this indicate?,Safety,A,There is a 4-5 minute supply of air remaining in the air cylinder.,There is approximately 500 psi (3.5 MPa) of pressure left in the air cylinder.,The wearer should immediately leave the contaminated area.,All of the above.,,,4
You are replacing a section of heavy piping on deck and using a chain fall to lift the pipe. Which of the following precautions should be taken to prevent personal injury?,Safety,A,Position several men under the pipe so they can catch it if it falls.,Attach lines to the ends of the pipe and have your helpers steady the load.,Place an old mattress under the hoist to prevent the load from hitting the deck.,Have a first aid kit at the job site.,,,2
"With regards to the load line marks, the reason for the placement of mark ""WNA"" is ______________.",Safety,A,more severe weather is expected in the North Atlantic in winter,more freeboard is required in the North Atlantic in winter,less draft is allowed in the North Atlantic in winter,all of the above,,,4
Many uninspected vessels require load lines to indicate the maximum ______________.,Safety,A,reserve buoyancy under any condition,amidship's draft to which a vessel can be lawfully submerged,angle of reduced freeboard for subdivision calculations,freeboard for the light ship displacement,,,2
The safe and efficient use of the face piece of a demand-type self-contained breathing apparatus is directly influenced by  ____________.,Safety,A,the donning of the facepiece,the stowing of the facepiece,he maintenance of the facepiece,all of the above,,,4
"immediately after abandon ship vessel, look out in life raft for",Safety,A,Survivors in water,Food and water,Land,none,,,1
"A fuel tank on a barge has been certified by a marine chemist as being ""Safe for Men"" and ""Safe for fire.""  This  condition may change if___________.",Safety,B,the ambient temperature changes,a product leaks into the certified tank,"muck, sludge, or scale in the tank give off additional vapors",all of the above,,,4
"In the event of an exhaust duct fire, most dry chemical and carbon dioxide galley range fixed extinguishing systems are automatically activated through the action of a stainless  steel cable, spring and a __________.",Safety,B,fusible link,stack switch,thermostat,pyrostat,,,1
Which of the following statements is true concerning a Halon 1301 fixed extinguishing system?,Safety,B,The quantity of Halon supplied would be less than the quantity of CO2 for the same space protected.,CO2 gas is used to propel the Halon to the space on fire.,The Halon must be agitated occasionally to ensure that it  doesn't cake up.,All of the above.,,,1
A ballast tank is one-third full when additional ballast is added until it is two-thirds full.  The increased amount of liquid in the tank will have the greatest influence on the  __________.,Safety,B,free surface effect,transverse stability,virtual rise in the center of gravity,value of the moment to trim 1 inch (MT1),,,2
Fuel oil tank vents are fitted with a corrosion resistant wire mesh screen to __________.,Safety,B,prevent dirt from entering the tank,dissipate fumes leaving the vent,prevent flames from entering the tank,prevent accidental overflow,,,3
You are alone and administering CPR to a an adult victim. How many chest compressions and how many inflations should  you administer in each sequence?,Safety,B,"5 compressions, then 1 inflation","15 compressions, then 2 inflations","20 compressions, then 3 inflations","30 compressions, then 4 inflations",,,2
"Which of the listed fire extinguishing agents would be suitable for use on an oil fire, but dangerous on an electrical fire?",Safety,B,CO2,Water fog,Halon,Dry chemical,,,2
The horizontal fore and aft movement of a vessel is called  __________.,Safety,B,yaw,sway,heave,surge,,,4
"The most critical time for preventing an accidental oil spill during bunkering, is when the __________.",Safety,B,tanks are being topped off,fuel begins to come aboard,hoses are being blown down,hoses are being disconnected,,,1
Where would you look to find out what your duties are during a fire?,Safety,B,Ship's articles,"Muster List (""Station Bill"")",Certificate of Inspection,U.S. Coast Guard Regulations,,,2
A vessel which is subjected to 'sagging' __________.,Safety,B,has its main deck under tensile stress,has its bottom plating under tensile stress,is supported on a wave whose crest is amidships,is said to be under a form of transverse bending,,,2
Automatically closed fire dampers installed in the vessel's ventilation system are operated by the use of a __________.,Safety,B,remote operated valve,fusible link,CO2 system pressure switch,heat or smoke detector,,,2
Which of the following conditions will allow for a work vest to be substituted for a lifejacket in the total count of the required lifesaving gear?,Safety,B,When it is approved by the Coast Guard,When working near or over the water,When stowed away from the ring buoys,A work vest may never be counted as a lifejacket,,,4
What safety information can be found in the fire control plan that is posted or available in booklet form on your ship?,Safety,B,Location of fire doors,Location of the remote means of stopping fans,Particulars of the fire detecting system,All of the above.,,,4
"When administering only mouth-to-mouth resuscitation, you should continue the victim's ventilation rate at how many inflations per minute?",Safety,B,4,8,12,20,,,3
Which of the listed classes of fires should be extinguished with a water fog?,Safety,B,Class A and B,Class A and C,Class B and C,"Class A, B, and C",,,1
"The horizontal port, or starboard movement of a vessel is called __________.",Safety,B,yaw,sway,surge,heave,,,2
If a cup of oil is spilled during fueling and causes a sheen upon the water it __________.,Safety,B,must be reported to the fire department,must be reported to the Coast Guard,must be reported to the harbormaster,need not be reported since the spill was less than 250 barrels,,,2
"When involved in fighting a fire aboard a ship with an aluminum superstructure, it is important to remember that aluminum structures exposed to the high heat __________.",Safety,B,generate poisonous fumes,are more susceptible to collapse than steel structures,are susceptible to spontaneous ignition,all of the above,,,2
The fire protection provided for the propulsion motor and generator of a diesel electric drive vessel is usually a __________.,Safety,B,fixed foam extinguisher,fixed CO2 system,steam smothering system,pressurized water sprinkler system,,,2
The zipper of an immersion suit should be lubricated with __________.,Safety,B,the manufacturers recommended lubricant,epoxy resin consisting of at least two coatings,low temperature water-soluble oil,sealing compound used in liferafts,,,1
The blocking open or absence of fire dampers can contribute to __________.,Safety,B,the accumulation of explosive gases,faster cooling of the fire,the fire spreading by way of the ventilation system,fixed foam systems to be ineffective,,,3
"Prior to entering a cargo pumproom, you should ensure that  __________.",Safety,B,the forced ventilating system is operating,the cargo pumps are secured,no monocarbon gases are present,the oily water separator is de-energized,,,1
"When administering artificial respiration to an adult, the  breathing cycle should be repeated about __________.",Safety,B,12 to 15 times per minute,18 to 20 times per minute,20 to 25 times per minute,as fast as possible,,,1
The most common cooling agent used for fighting fires on tank vessels is __________.,Safety,B,carbon dioxide,flue gas,water,steam smothering,,,3
Topping lifts and runners supporting flexible cargo hoses should be made fast to the __________.,Safety,B,capstan,gypsy head,cleats,manifold riser,,,3
The Pollution Prevention Regulations (33 CFR) require that  all oil spills in United States waters be reported  immediately to the __________.,Safety,B,local port authority,Corps of Engineers,U.S. Coast Guard,state pollution board,,,3
The purpose of the vessel inclining experiment is to __________.,Safety,B,determine the location of the metacenter,determine the lightweight center of gravity location,verify the hydrostatic data,verify data in the vessel's operating manual,,,2
"To safeguard the operator and other personnel working on or near a hoisting operation, which of the following precautions should be observed?",Safety,B,Keep a load on the hoist until all personnel are finished working.,Set the load on a movable dolly when transportation may be  needed.,Have one man keep a hand on the load to steady it.,Insure that the lifting gear capacity is not exceeded.,,,4
Which of the following statements describes one of the functions of the ballasting system?,Safety,B,To permit flooding of any fuel oil storage tank on any class of ship.,To use it as a secondary service system.,To store reserve feed or potable water for extended cruises.,To stabilize the ship by flooding certain designed tanks with seawater.,,,4
A disadvantage of using CO2 for firefighting is that __________.,Safety,B,the CO2 does not cool the fire,the cylinders are regulated pressure vessels,"they are not effective on class ""B"" fires","they are not effective on class ""C"" fires",,,1
"A MODU is required to carry an Oil Record Book, and must maintain the book on board for __________.",Safety,B,one year,two years,three years,four years,,,3
Approved buoyant work vests may be carried aboard tank vessels and shall be worn by crew members __________.,Safety,B,when working near or over the water under unfavorable working conditions,under the supervision and control of designated ship's officers,"as substitutes for the approved life preservers during routine drills, weather permitting, when a vessel is moored pierside",all of the above,,,2
Atificial respiration to an adult should be administered __________.,Safety,B,4 to 6 times per minute,12 to 15 times per minute,20 to 30 times per minute,At least 30 times per minute,,,2
Which of the firefighting agents listed is the least hazardous to personnel?,Safety,B,CO2,Steam,Water,Carbon tetrachloride,,,3
The angular movement of a vessel about a horizontal line drawn from its bow to its stern is  __________.,Safety,B,pitching,rolling,heaving,swaying,,,2
"To prevent oil from escaping into the sea when ballasting through the cargo piping system, you should FIRST __________.",Safety,B,"open sea suction valves, then start the cargo pump","start the cargo pump, then open sea suction valves","open block valves, then start the cargo pump","open sluice valves, then start the cargo pump",,,2
"When required to work where there may be explosive gases, you should use tools which are __________.",Safety,B,approved by the Coast Guard,high carbon steel,fixed with a ferrous cover,nonsparking,,,4
The external flotation bladder on an immersion suit should  be inflated __________.,Safety,B,before you enter the water,after you enter the water,after one hour in the water,after you notice that your suit is losing buoyancy,,,2
The principle personnel hazard unique to Halon fire extinguishers is __________.,Safety,B,displacement of oxygen,skin irritation,inhaling toxic vapors produced when exposed directly to a flame for extended periods,eye irritation produced immediately after discharge from cylinder,,,3
Where would you find a list of the lifesaving equipment onboard your supply boat?,Safety,B,Ship's articles,"Muster List (""Station Bill"")",Certificate of Inspection,U. S. Coast Guard Regulations,,,3
A virtual rise in the center of gravity of a MODU may be caused by __________.,Safety,B,filling a partially filled tank,using an onboard crane to lift a freely swinging heavy object,emptying a partially filled tank,transferring pipe from the setback area to the pipe rack,,,2
The rescuer can best provide an airtight seal during mouth-to-mouth ventilation by pinching the victim's nostrils and __________.,Safety,B,cupping a hand around the patient's mouth,keeping the head elevated,applying his mouth tightly over the victim's mouth,holding the jaw down firmly,,,3
"Why is it necessary to cool the bulkheads, decks, and overheads surrounding an involved compartment fire?",Safety,B,Cool the metal below its ignition temperature,Form a dense coating of smothering steam,Prevent oxygen from reaching the flames,Prevent the fire from spreading by heat conduction,,,4
The vertical motion of a floating vessel is known as __________.,Safety,B,surge,sway,heave,pitch,,,3
An acceptable method of dealing with accumulated oil found  in the pump room bilges is to  __________.,Safety,B,transfer the oil to the sea chest,pump the oil into the slop tanks,discharge the oil over the side on an outgoing tide,pump the oil into a clean ballast tank,,,2
'Air gap' is the vertical distance between the bottom of the hull and the __________.,Safety,B,still water level,wave crest,wave crest plus the charted water depth and tidal corrections,"wave crest plus the charted water depth, plus tidal correction and storm surge",,,1
Which of the listed conditions could cause a dangerous reduction in oxygen in a shipboard compartment?,Safety,B,Fire,Rusting or the drying of paint,Decomposing organic material,All of the above conditions,,,4
An immersion suit should be equipped with a/an __________.,Safety,B,air bottle for breathing,whistle and handheld flare,"whistle, strobe light, and reflective tape","whistle, handheld flare, and sea dye marker",,,3
"Portable Halon extinguishers used on a class ""B"" fire should be directed __________.",Safety,B,at the top of the flames,at the base of the fire near the edge,"in short, quick bursts",toward the upwind side of the fire,,,2
The existence of liquids in partially full tanks or compartments of a MODU causes a virtual rise in the height  of the __________.,Safety,B,metacenter,center of buoyancy,center of flotation,center of gravity,,,4
A MODU is required to carry an Oil Record Book to log entries in the book regarding the __________.,Safety,B,discharge of ballast or cleaning water from fuel tanks,sounding levels of all fuel tanks on a daily basis,grade and specific gravity of all fuel oil carried,fuel consumption rates on a weekly basis,,,1
"When applying chest compressions on an adult victim during  CPR, the sternum should be depressed about __________.",Safety,B,1/2 inch or less,1/2 to 1 inch,1 to 1 1/2 inches,1 1/2 to 2 inches,,,4
Personnel who are moving or handling material aboard ship should NOT follow which of the listed practices?,Safety,B,Signaling that all personnel are clear before lifting or lowering material.,Examining material for sharp edges or protruding points before handling.,"Closing, tagging, or securing valves that permit entrance of steam, water, or air into a fitting or other equipment.",Throwing materials from high places to the deck.,,,4
Horizontal transverse motion of a vessel is known as __________.,Safety,B,pitch,surge,sway,heave,,,3
"As a precaution against oil spills when topping off fuel tanks, you should __________.",Safety,B,close the deck filling valve to reduce the pumping rate,close all tank vents to prevent overflow,fill the tank to the bottom of the expansion trunk,notify the shore pumping station to reduce the pumping rate as tanks near full capacity,,,4
"When taking soundings on a floating MODU, the tape should be lowered and brought back quickly to __________.",Safety,B,reduce the time the sounding tube is open,avoid creating a spark,lessen the effect of roll or pitch on the reading,lessen the effect of heave on the reading,,,3
The regulations regarding Oil Record Books do not apply to  MODUs that __________.,Safety,B,are on an international voyage,are on a voyage of more than 24 hours,have a valid International Oil Pollution Prevention Certificate,have a valid National Pollutant Discharge Elimination System permit,,,4
Which of the following conditions represents the appropriate time for setting off distress flares and rockets?,Safety,B,Only when there is a chance of them being seen by rescue vessels.,At half-hour intervals.,At one hour intervals.,Immediately upon abandoning the vessel.,,,1
"Halon extinguishers used on a class ""C"" fire should be directed at the __________.",Safety,B,base of the equipment,top of the equipment,power source,source of the fire,,,4
"When taking tank soundings on a MODU, coating the tape with chalk helps to __________.",Safety,B,better identify the correct reading,show the depth of any water in an oil tank,make the tape roll easier,reduce possibility of sparks,,,1
The signal to man emergency stations on MODUs is __________.,Safety,B,a 30 second on - 30 second off alternating signal,the continuous ringing of the general alarm signal,an intermittent ringing of the general alarm for not less than ten seconds,announced over PA system,,,3
"When administering chest compression during CPR, at what part of the victim's body should the pressure be applied?",Safety,B,Lower half of the sternum,Tip of the sternum,Top half of the sternum,Left chest over the heart,,,1
A straight stream of water should be used to extinguish __________.,Safety,B,galley grease fires,fuel oil fires,burning bedding materials,a fire in the paint locker,,,3
Rolling is the angular motion of the vessel about what axis?,Safety,B,Longitudinal,Transverse,Vertical,Centerline,,,1
"When completing the ballasting operation of a contaminated  tank, which of the following problems must be guarded against?",Safety,B,Back flow of contaminated water,Loss of pump suction,Excessive tank pressure due to closed vents,Motor overload due to high discharge head,,,1
The requirement to carry an Oil Record Book does not apply  to a MODU that __________.,Safety,B,is not equipped to discharge overboard any oil or oily mixture,is on an international voyage to a country that is party to MARPOL,has an International Oil Pollution Prevention Certificate,has an oily water separator of sufficient capacity for the  oil wastes generated,,,1
A virtual rise in the center of gravity of a MODU may be caused by __________.,Safety,B,filling a partially filled tank,using fuel from a pressed fuel tank,emptying a partially filled tank,transferring pipe from the setback area to the pipe rack,,,2
"To release the davit cable of a davit launched liferaft, you must __________.",Safety,B,pull the release lanyard,pull the hydraulic release,push the release button,pull on the ratchet handle,,,1
Dry chemical fire extinguishers may be effectively used on which of the listed classes of fires?,Safety,B,"Class ""A"" only","Class ""B"" only","Class ""B"" and ""C"" only","Class ""A"" and ""C"" only",,,3
"When removing the cap from a sounding tube on a MODU, the sound of air escaping indicates __________.",Safety,B,the tank is full,the tank may be partially flooded,the tank level has dropped,the tank is completely flooded,,,2
"The Muster List (""Station Bill"") of a MODU must be signed by the __________.",Safety,B,person-in-charge,Coast Guard marine inspection officer,company safety director,entire crew,,,1
